118700000,AM ,"КРУГ Кольцово",0
119000000,AM ,"РУЛЕНИЕ Кольцово",0
120000000,AM ,"СТАРТ Кольцово",0
122200000,AM ,"Кольцово Контроль Восток",1
122700000,AM ,"Транзит",1
124300000,AM ,"Кольцово Старт",1
125400000,AM ,"Кольцово контроль  ЮгоЗапад",1
125900000,AM ,"ПОДХОД Кольцово",1
126400000,AM ,"АТИС Пермь",0
126900000,AM,"КОНТРОЛЬ УФА",0
127300000,AM ,"КОНТРОЛЬ Кольцово",1
133700000,AM ,"Пермь контроль",1
135100000,AM ,"Пермь контроль",0
